Title,Link,Topic
Advances in Space Microbiology,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12034939/,Other
Effects of simulated microgravity on the proteome and secretome of the polyextremotolerant black fungus Knufia chersonesos.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012687/,Microgravity
Draft Genome Sequences of Various Bacterial Phyla Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8086211/,Other
Evaluating the lettuce metatranscriptome with MinION sequencing for future spaceflight food production applications,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8211661/,Microgravity
Investigation of Spaceflight Induced Changes to Astronaut Microbiomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11988970/,Microgravity
Genomic Characterization of Potential Plant Growth-Promoting Features of Sphingomonas Strains Isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8754149/,Plants
"Genomic Characterization of the Titan-like Cell Producing Naganishia tulchinskyi, the First Novel Eukaryote Isolated from the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8875396/,Cell Biology
Metabolic modeling of the International Space Station microbiome reveals key microbial interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9258157/,Metabolism
"Microbial Burden Estimation of Food Items, Built Environments, and the International Space Station Using Film Media",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9503880/,Other
Multidrug-resistant Acinetobacter pittii is adapting to and exhibiting potential succession aboard the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9743659/,Other
Characterization of metagenome-assembled genomes from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10233975/,Other
Comparative genomic analysis of Cohnella hashimotonis sp. nov. isolated from the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10308117/,Other
Genomic analysis reveals the presence of emerging pathogenic Klebsiella lineages aboard the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715203/,Other
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,Other
"Genomic, functional, and metabolic enhancements in multidrug-resistant Enterobacter bugandensis facilitating its persistence and succession in the International Space Station",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10960378/,Metabolism
"Phylogenomics, phenotypic, and functional traits of five novel (Earth-derived) bacterial species isolated from the International Space Station and their prevalence in metagenomes",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10628120/,Other
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,Cell Biology
Spatial regulation of a common precursor from two distinct genes generates metabolite diversity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5523082/,Cell Biology
Recent advances in the genome mining of Aspergillus secondary metabolites (covering 2012–2018).,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6590338/,Other
Cortical thinning and structural bone changes in non-human primates after single-fraction whole-chest irradiation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036641/,Human Health
Knee and Hip Joint Cartilage Damage from Combined Spaceflight Hazards of Low-Dose Radiation Less than 1 Gy and Prolonged Hindlimb Unloading.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599637/,Radiation
The individual and combined effects of spaceflight radiation and microgravity on biologic systems and functional outcomes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8274610/,Radiation
Spaceflight and hind limb unloading induces an arthritic phenotype in knee articular cartilage and menisci of rodents,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8131644/,Microgravity
αKlotho decreases after reduced weight-bearing from both spaceflight and hindlimb unloading,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9163032/,Microgravity
Prolonged exposure to particulate chromate inhibits RAD51 nuclear import mediator proteins.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5568470/,Cell Biology
"Transcriptomics, NF-κB Pathway, and Their Potential Spaceflight-Related Health Consequences.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5485990/,Human Health
Interplay of space radiation and microgravity in DNA damage and DNA damage response.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5460239/,Radiation
"Synergistic Effects of Weightlessness, Isoproterenol, and Radiation on DNA Damage Response and Cytokine Production in Immune Cells",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6275019/,Human Health
Transcriptome and proteome responses in RNAlater preserved tissue of Arabidopsis thaliana.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5397022/,Plants
Spaceflight induces novel regulatory responses in Arabidopsis seedling as revealed by combined proteomic and transcriptomic analyses.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7251690/,Plants
Mitigation and use of biofilms in space for the benefit of human space exploration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10284894/,Other
Toward sustainable space exploration: A roadmap for harnessing the power of microorganisms.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10030976/,Other
Longitudinal characterization of multispecies microbial populations recovered from spaceflight potable water,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8421509/,Microgravity
Designing a Novel Monitoring Approach for the Effects of Space Travel on Astronauts’ Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9964234/,Human Health
"Draft genome sequence of Sphingomonas paucimobilis strain Sph5, isolated from tap water filtration membrane",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10793275/,Other
Overexpression of CupB5 activates alginate overproduction in Pseudomonas aeruginosa by a novel AlgW-dependent mechanism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4116675/,Cell Biology
Burn injury-associated MHCII(+) immune cell accumulation around lymphatic vessels of the mesentery and increased lymphatic endothelial permeability are blocked by doxycycline treatment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5810432/,Human Health
CubeSats for microbiology and astrobiology research,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10261121/,Other
In situ resource utilisation: The potential for space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,Other
The smallest space miners: Principles of space biomining,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8739323/,Other
"Simulated micro-, lunar, and Martian gravities on Earth—effects on Escherichia coli growth, phenotype, and sensitivity to antibiotics.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9502502/,Plants
Biofilm formation of Pseudomonas aeruginosa in spaceflight is minimized on lubricant impregnated surfaces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10432549/,Microgravity
Competitive Growth Assay of Mutagenized Chlamydomonas reinhardtii Compatible With the International Space Station Veggie Plant Growth Chamber.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7261848/,Plants
Spatial Characterization of Microbial Communities on Multi-Species Leafy Greens Grown Simultaneously in the Vegetable Production Systems on the International Space Station,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537831/,Plants
Response of Arabidopsis thaliana and Mizuna mustard seeds to simulated space radiation exposures.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8879990/,Plants
Editorial: Revisiting the limits of plant life - plant adaptations to extreme terrestrial environments relating to astrobiology and space biology.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10472590/,Plants
Metagenomic interrogation of urban Superfund site reveals antimicrobial resistance reservoir and bioremediation potential.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11999716/,Other
"In situ monitoring of barrier function on-chip via automated, non-invasive luminescence sensing.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11969330/,Other
37-day microgravity exposure in 16-week female C57BL/6J mice is associated with bone loss specific to weight-bearing skeletal sites.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11940681/,Human Health
Effects of Space Flight on Inflammasome Activation in the Brain of Mice.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11941215/,Other
Immunization induces inflammation in the mouse heart during spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11892206/,Microgravity
Analyzing the relationship between gene expression and phenotype in space-flown mice using a causal inference machine learning ensemble.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11748630/,Cell Biology
Sex-specific cardiovascular adaptations to simulated microgravity in Sprague-Dawley rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11659408/,Human Health
NASA open science data repository: Open science for life in space.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11701653/,Other
Artificial gravity attenuates the transcriptomic response to spaceflight in the optic nerve and retina,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11593819/,Microgravity
Effect of simulated cosmic radiation on cytomegalovirus reactivation and lytic replication.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11477029/,Radiation
Protein kinase 2 of the giant sarcomeric protein UNC-89 regulates mitochondrial morphology and function.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11487192/,Cell Biology
To boldly go where no microRNAs have gone before: Spaceflight impact on risk for small-for-gestational-age infants.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11484870/,Microgravity
Adaptation to space conditions of novel bacterial species isolated from the International Space Station revealed by functional gene annotations and comparative genome analysis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11451251/,Cell Biology
Celebrating 30 years of access to NASA space life sciences data.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11403809/,Other
Predicting how varying moisture conditions impact the microbiome of dust collected from the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11386075/,Other
Spaceflight alters host-gut microbiota interactions.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11362537/,Microgravity
Discoveries from human stem cell research in space that are relevant to advancing cellular therapies on Earth.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11339457/,Cell Biology
Simulated microgravity impairs human NK [natural killer] cell cytotoxic activity against space radiation-relevant leukemic cells.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11324864/,Radiation
Simulated microgravity alters gene regulation linked to immunity and cardiovascular disease.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11353732/,Human Health
Spaceflight increases sarcoplasmic reticulum Ca2+ leak and this cannot be counteracted with BuOE treatment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11271499/,Microgravity
